INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
529	75	3	20810810	416216	90	1	20810810	416216	90	1	30568990	611379	90	1	10355618	207112	90	1	6173541	123470	90	1	16950750	339015	90	1	16950750	339015	90	1	5883538	117670	90	1	12524289	250485	90	1	7419604	148392	90	1	6796158	135923	90	1
530	76	3	21256756	425135	91.5	1	21256756	425135	91.5	1	31224039	624480	91.5	1	10577524	211550	91.5	1	6305832	126116	91.5	1	17313981	346279	91.5	1	17313981	346279	91.5	1	6009614	120192	91.5	1	12792666	255853	91.5	1	7578596	151571	91.5	1	6941790	138835	91.5	1
531	77	3	21702702	434054	93	1	21702702	434054	93	1	31879089	637581	93	1	10799431	215988	93	1	6438122	128762	93	1	17677211	353544	93	1	17677211	353544	93	1	6135690	122713	93	1	13061044	261220	93	1	7737587	154751	93	1	7087422	141748	93	1
532	78	3	22148648	442972	94.5	1	22148648	442972	94.5	1	32534139	650682	94.5	1	11021337	220426	94.5	1	6570412	131408	94.5	1	18040441	360808	94.5	1	18040441	360808	94.5	1	6261765	125235	94.5	1	13329422	266588	94.5	1	7896579	157931	94.5	1	7233054	144661	94.5	1
533	79	3	22594594	451891	96	1	22594594	451891	96	1	33189189	663783	96	1	11243243	224864	96	1	6702702	134054	96	1	18403672	368073	96	1	18403672	368073	96	1	6387841	127756	96	1	13597799	271955	96	1	8055570	161111	96	1	7378686	147573	96	1
534	80	3	23040540	460810	97.5	1	23040540	460810	97.5	1	33844238	676884	97.5	1	11465149	229302	97.5	1	6834992	136699	97.5	1	18766902	375338	97.5	1	18766902	375338	97.5	1	6513917	130278	97.5	1	13866177	277323	97.5	1	8214562	164291	97.5	1	7524318	150486	97.5	1
535	81	3	23486486	469729	99	1	23486486	469729	99	1	34499288	689985	99	1	11687055	233741	99	1	6967283	139345	99	1	19130132	382602	99	1	19130132	382602	99	1	6639993	132799	99	1	14134555	282691	99	1	8373553	167471	99	1	7669950	153399	99	1
536	82	3	23932432	478648	100.5	1	23932432	478648	100.5	1	35154338	703086	100.5	1	11908961	238179	100.5	1	7099573	141991	100.5	1	19493363	389867	100.5	1	19493363	389867	100.5	1	6766069	135321	100.5	1	14402932	288058	100.5	1	8532545	170650	100.5	1	7815582	156311	100.5	1
537	83	3	24378378	487567	102	1	24378378	487567	102	1	35809388	716187	102	1	12130867	242617	102	1	7231863	144637	102	1	19856593	397131	102	1	19856593	397131	102	1	6892144	137842	102	1	14671310	293426	102	1	8691537	173830	102	1	7961214	159224	102	1
538	84	3	24824324	496486	103.5	1	24824324	496486	103.5	1	36464438	729288	103.5	1	12352773	247055	103.5	1	7364153	147283	103.5	1	20219824	404396	103.5	1	20219824	404396	103.5	1	7018220	140364	103.5	1	14939687	298793	103.5	1	8850528	177010	103.5	1	8106846	162136	103.5	1
539	85	3	25270270	505405	105	1	25270270	505405	105	1	37119487	742389	105	1	12574679	251493	105	1	7496443	149928	105	1	20583054	411661	105	1	20583054	411661	105	1	7144296	142885	105	1	15208065	304161	105	1	9009520	180190	105	1	8252477	165049	105	1
540	86	3	25716216	514324	106.5	1	25716216	514324	106.5	1	37774537	755490	106.5	1	12796586	255931	106.5	1	7628733	152574	106.5	1	20946284	418925	106.5	1	20946284	418925	106.5	1	7270372	145407	106.5	1	15476443	309528	106.5	1	9168511	183370	106.5	1	8398109	167962	106.5	1
541	87	3	26162162	523243	108	1	26162162	523243	108	1	38429587	768591	108	1	13018492	260369	108	1	7761024	155220	108	1	21309515	426190	108	1	21309515	426190	108	1	7396448	147928	108	1	15744820	314896	108	1	9327503	186550	108	1	8543741	170874	108	1
542	88	3	26608108	532162	109.5	1	26608108	532162	109.5	1	39084637	781692	109.5	1	13240398	264807	109.5	1	7893314	157866	109.5	1	21672745	433454	109.5	1	21672745	433454	109.5	1	7522524	150450	109.5	1	16013198	320263	109.5	1	9486494	189729	109.5	1	8689373	173787	109.5	1
543	89	3	27054054	541081	111	1	27054054	541081	111	1	39739687	794793	111	1	13462304	269246	111	1	8025604	160512	111	1	22035975	440719	111	1	22035975	440719	111	1	7648599	152971	111	1	16281576	325631	111	1	9645486	192909	111	1	8835005	176700	111	1
544	90	3	27500000	550000	112.5	1	27500000	550000	112.5	1	40394736	807894	112.5	1	13684210	273684	112.5	1	8157894	163157	112.5	1	22399206	447984	112.5	1	22399206	447984	112.5	1	7774675	155493	112.5	1	16549953	330999	112.5	1	9804477	196089	112.5	1	8980637	179612	112.5	1
545	91	3	27945945	558918	114	1	27945945	558918	114	1	41049786	820995	114	1	13906116	278122	114	1	8290184	165803	114	1	22762436	455248	114	1	22762436	455248	114	1	7900751	158015	114	1	16818331	336366	114	1	9963469	199269	114	1	9126269	182525	114	1
546	92	3	28391891	567837	115.5	1	28391891	567837	115.5	1	41704836	834096	115.5	1	14128022	282560	115.5	1	8422475	168449	115.5	1	23125667	462513	115.5	1	23125667	462513	115.5	1	8026827	160536	115.5	1	17086708	341734	115.5	1	10122460	202449	115.5	1	9271901	185438	115.5	1
547	93	3	28837837	576756	117	1	28837837	576756	117	1	42359886	847197	117	1	14349928	286998	117	1	8554765	171095	117	1	23488897	469777	117	1	23488897	469777	117	1	8152903	163058	117	1	17355086	347101	117	1	10281452	205629	117	1	9417533	188350	117	1
548	94	3	29283783	585675	118.5	1	29283783	585675	118.5	1	43014935	860298	118.5	1	14571834	291436	118.5	1	8687055	173741	118.5	1	23852127	477042	118.5	1	23852127	477042	118.5	1	8278978	165579	118.5	1	17623464	352469	118.5	1	10440443	208808	118.5	1	9563165	191263	118.5	1
549	95	3	29729729	594594	120	1	29729729	594594	120	1	43669985	873399	120	1	14793741	295874	120	1	8819345	176386	120	1	24215358	484307	120	1	24215358	484307	120	1	8405054	168101	120	1	17891841	357836	120	1	10599435	211988	120	1	9708797	194175	120	1
550	96	3	30175675	603513	121.5	1	30175675	603513	121.5	1	44325035	886500	121.5	1	15015647	300312	121.5	1	8951635	179032	121.5	1	24578588	491571	121.5	1	24578588	491571	121.5	1	8531130	170622	121.5	1	18160219	363204	121.5	1	10758426	215168	121.5	1	9854429	197088	121.5	1
551	97	3	30621621	612432	123	1	30621621	612432	123	1	44980085	899601	123	1	15237553	304751	123	1	9083926	181678	123	1	24941818	498836	123	1	24941818	498836	123	1	8657206	173144	123	1	18428597	368571	123	1	10917418	218348	123	1	10000061	200001	123	1
552	98	3	31067567	621351	124.5	1	31067567	621351	124.5	1	45635135	912702	124.5	1	15459459	309189	124.5	1	9216216	184324	124.5	1	25305049	506100	124.5	1	25305049	506100	124.5	1	8783282	175665	124.5	1	18696974	373939	124.5	1	11076410	221528	124.5	1	10145693	202913	124.5	1
553	99	3	31513513	630270	126	1	31513513	630270	126	1	46290184	925803	126	1	15681365	313627	126	1	9348506	186970	126	1	25668279	513365	126	1	25668279	513365	126	1	8909358	178187	126	1	18965352	379307	126	1	11235401	224708	126	1	10291325	205826	126	1
554	100	3	31959459	639189	127.5	1	31959459	639189	127.5	1	46945234	938904	127.5	1	15903271	318065	127.5	1	9480796	189615	127.5	1	26031509	520630	127.5	1	26031509	520630	127.5	1	9035433	180708	127.5	1	19233729	384674	127.5	1	11394393	227887	127.5	1	10436957	208739	127.5	1
555	101	3	32405405	648108	129	1	32405405	648108	129	1	47600284	952005	129	1	16125177	322503	129	1	9613086	192261	129	1	26394740	527894	129	1	26394740	527894	129	1	9161509	183230	129	1	19502107	390042	129	1	11553384	231067	129	1	10582589	211651	129	1
556	102	3	32851351	657027	130.5	1	32851351	657027	130.5	1	48255334	965106	130.5	1	16347083	326941	130.5	1	9745376	194907	130.5	1	26757970	535159	130.5	1	26757970	535159	130.5	1	9287585	185751	130.5	1	19770485	395409	130.5	1	11712376	234247	130.5	1	10728221	214564	130.5	1
557	103	3	33297297	665945	132	1	33297297	665945	132	1	48910384	978207	132	1	16568990	331379	132	1	9877667	197553	132	1	27121201	542424	132	1	27121201	542424	132	1	9413661	188273	132	1	20038862	400777	132	1	11871367	237427	132	1	10873853	217477	132	1
558	104	3	33743243	674864	133.5	1	33743243	674864	133.5	1	49565433	991308	133.5	1	16790896	335817	133.5	1	10009957	200199	133.5	1	27484431	549688	133.5	1	27484431	549688	133.5	1	9539737	190794	133.5	1	20307240	406144	133.5	1	12030359	240607	133.5	1	11019485	220389	133.5	1
559	105	3	34337837	686756	135	1	34337837	686756	135	1	50438833	1008776	135	1	17086770	341735	135	1	10186344	203726	135	1	27968738	559374	135	1	27968738	559374	135	1	9707838	194156	135	1	20665077	413301	135	1	12242347	244846	135	1	11213661	224273	135	1
560	106	3	34932432	698648	136.5	1	34932432	698648	136.5	1	51312233	1026244	136.5	1	17382645	347652	136.5	1	10362731	207254	136.5	1	28453045	569060	136.5	1	28453045	569060	136.5	1	9875939	197518	136.5	1	21022914	420458	136.5	1	12454336	249086	136.5	1	11407837	228156	136.5	1
561	107	3	35527027	710540	138	1	35527027	710540	138	1	52185633	1043712	138	1	17678520	353570	138	1	10539118	210782	138	1	28937352	578747	138	1	28937352	578747	138	1	10044040	200880	138	1	21380750	427615	138	1	12666325	253326	138	1	11602013	232040	138	1
562	108	3	36121621	722432	139.5	1	36121621	722432	139.5	1	53059032	1061180	139.5	1	17974395	359487	139.5	1	10715504	214310	139.5	1	29421660	588433	139.5	1	29421660	588433	139.5	1	10212141	204242	139.5	1	21738587	434771	139.5	1	12878314	257566	139.5	1	11796189	235923	139.5	1
563	109	3	36716216	734324	141	1	36716216	734324	141	1	53932432	1078648	141	1	18270270	365405	141	1	10891891	217837	141	1	29905967	598119	141	1	29905967	598119	141	1	10380242	207604	141	1	22096424	441928	141	1	13090302	261806	141	1	11990365	239807	141	1
564	110	3	37310810	746216	142.5	1	37310810	746216	142.5	1	54805832	1096116	142.5	1	18566145	371322	142.5	1	11068278	221365	142.5	1	30390274	607805	142.5	1	30390274	607805	142.5	1	10548343	210966	142.5	1	22454261	449085	142.5	1	13302291	266045	142.5	1	12184541	243690	142.5	1
565	111	3	37905405	758108	144	1	37905405	758108	144	1	55679231	1113584	144	1	18862019	377240	144	1	11244665	224893	144	1	30874581	617491	144	1	30874581	617491	144	1	10716444	214328	144	1	22812098	456241	144	1	13514280	270285	144	1	12378716	247574	144	1
566	112	3	38500000	770000	145.5	1	38500000	770000	145.5	1	56552631	1131052	145.5	1	19157894	383157	145.5	1	11421052	228421	145.5	1	31358888	627177	145.5	1	31358888	627177	145.5	1	10884545	217690	145.5	1	23169935	463398	145.5	1	13726268	274525	145.5	1	12572892	251457	145.5	1
567	113	3	39094594	781891	147	1	39094594	781891	147	1	57426031	1148520	147	1	19453769	389075	147	1	11597439	231948	147	1	31843195	636863	147	1	31843195	636863	147	1	11052647	221052	147	1	23527771	470555	147	1	13938257	278765	147	1	12767068	255341	147	1
568	114	3	39689189	793783	148.5	1	39689189	793783	148.5	1	58299431	1165988	148.5	1	19749644	394992	148.5	1	11773826	235476	148.5	1	32327503	646550	148.5	1	32327503	646550	148.5	1	11220748	224414	148.5	1	23885608	477712	148.5	1	14150246	283004	148.5	1	12961244	259224	148.5	1
569	115	3	40283783	805675	150	1	40283783	805675	150	1	59172830	1183456	150	1	20045519	400910	150	1	11950213	239004	150	1	32811810	656236	150	1	32811810	656236	150	1	11388849	227776	150	1	24243445	484868	150	1	14362235	287244	150	1	13155420	263108	150	1
570	116	3	40878378	817567	151.5	1	40878378	817567	151.5	1	60046230	1200924	151.5	1	20341394	406827	151.5	1	12126600	242532	151.5	1	33296117	665922	151.5	1	33296117	665922	151.5	1	11556950	231139	151.5	1	24601282	492025	151.5	1	14574223	291484	151.5	1	13349596	266991	151.5	1
571	117	3	41472972	829459	153	1	41472972	829459	153	1	60919630	1218392	153	1	20637268	412745	153	1	12302987	246059	153	1	33780424	675608	153	1	33780424	675608	153	1	11725051	234501	153	1	24959119	499182	153	1	14786212	295724	153	1	13543772	270875	153	1
572	118	3	42067567	841351	154.5	1	42067567	841351	154.5	1	61793029	1235860	154.5	1	20933143	418662	154.5	1	12479374	249587	154.5	1	34264731	685294	154.5	1	34264731	685294	154.5	1	11893152	237863	154.5	1	25316956	506339	154.5	1	14998201	299964	154.5	1	13737948	274758	154.5	1
573	119	3	42662162	853243	156	1	42662162	853243	156	1	62666429	1253328	156	1	21229018	424580	156	1	12655761	253115	156	1	34749038	694980	156	1	34749038	694980	156	1	12061253	241225	156	1	25674792	513495	156	1	15210189	304203	156	1	13932124	278642	156	1
574	120	3	43256756	865135	157.5	1	43256756	865135	157.5	1	63539829	1270796	157.5	1	21524893	430497	157.5	1	12832147	256642	157.5	1	35233346	704666	157.5	1	35233346	704666	157.5	1	12229354	244587	157.5	1	26032629	520652	157.5	1	15422178	308443	157.5	1	14126300	282526	157.5	1
575	121	3	43851351	877027	159	1	43851351	877027	159	1	64413229	1288264	159	1	21820768	436415	159	1	13008534	260170	159	1	35717653	714353	159	1	35717653	714353	159	1	12397455	247949	159	1	26390466	527809	159	1	15634167	312683	159	1	14320476	286409	159	1
576	122	3	44445945	888918	160.5	1	44445945	888918	160.5	1	65286628	1305732	160.5	1	22116642	442332	160.5	1	13184921	263698	160.5	1	36201960	724039	160.5	1	36201960	724039	160.5	1	12565556	251311	160.5	1	26748303	534966	160.5	1	15846155	316923	160.5	1	14514652	290293	160.5	1
577	123	3	45040540	900810	162	1	45040540	900810	162	1	66160028	1323200	162	1	22412517	448250	162	1	13361308	267226	162	1	36686267	733725	162	1	36686267	733725	162	1	12733658	254673	162	1	27106140	542122	162	1	16058144	321162	162	1	14708828	294176	162	1
578	124	3	45635135	912702	163.5	1	45635135	912702	163.5	1	67033428	1340668	163.5	1	22708392	454167	163.5	1	13537695	270753	163.5	1	37170574	743411	163.5	1	37170574	743411	163.5	1	12901759	258035	163.5	1	27463977	549279	163.5	1	16270133	325402	163.5	1	14903004	298060	163.5	1
579	125	3	46229729	924594	165	1	46229729	924594	165	1	67906827	1358136	165	1	23004267	460085	165	1	13714082	274281	165	1	37654881	753097	165	1	37654881	753097	165	1	13069860	261397	165	1	27821814	556436	165	1	16482122	329642	165	1	15097180	301943	165	1
580	126	3	46824324	936486	166.5	1	46824324	936486	166.5	1	68780227	1375604	166.5	1	23300142	466002	166.5	1	13890469	277809	166.5	1	38139189	762783	166.5	1	38139189	762783	166.5	1	13237961	264759	166.5	1	28179650	563593	166.5	1	16694110	333882	166.5	1	15291356	305827	166.5	1
581	127	3	47418918	948378	168	1	47418918	948378	168	1	69653627	1393072	168	1	23596017	471920	168	1	14066856	281337	168	1	38623496	772469	168	1	38623496	772469	168	1	13406062	268121	168	1	28537487	570749	168	1	16906099	338121	168	1	15485532	309710	168	1
582	128	3	48013513	960270	169.5	1	48013513	960270	169.5	1	70527027	1410540	169.5	1	23891891	477837	169.5	1	14243243	284864	169.5	1	39107803	782156	169.5	1	39107803	782156	169.5	1	13574163	271483	169.5	1	28895324	577906	169.5	1	17118088	342361	169.5	1	15679708	313594	169.5	1
583	129	3	48608108	972162	171	1	48608108	972162	171	1	71400426	1428008	171	1	24187766	483755	171	1	14419630	288392	171	1	39592110	791842	171	1	39592110	791842	171	1	13742264	274845	171	1	29253161	585063	171	1	17330076	346601	171	1	15873884	317477	171	1
584	130	3	49202702	984054	172.5	1	49202702	984054	172.5	1	72273826	1445476	172.5	1	24483641	489672	172.5	1	14596017	291920	172.5	1	40076417	801528	172.5	1	40076417	801528	172.5	1	13910365	278207	172.5	1	29610998	592219	172.5	1	17542065	350841	172.5	1	16068060	321361	172.5	1
585	131	3	49797297	995945	174	1	49797297	995945	174	1	73147226	1462944	174	1	24779516	495590	174	1	14772403	295448	174	1	40560724	811214	174	1	40560724	811214	174	1	14078466	281569	174	1	29968835	599376	174	1	17754054	355081	174	1	16262236	325244	174	1
586	132	3	50391891	1007837	175.5	1	50391891	1007837	175.5	1	74020625	1480412	175.5	1	25075391	501507	175.5	1	14948790	298975	175.5	1	41045032	820900	175.5	1	41045032	820900	175.5	1	14246567	284931	175.5	1	30326671	606533	175.5	1	17966043	359320	175.5	1	16456411	329128	175.5	1
587	133	3	50986486	1019729	177	1	50986486	1019729	177	1	74894025	1497880	177	1	25371266	507425	177	1	15125177	302503	177	1	41529339	830586	177	1	41529339	830586	177	1	14414668	288293	177	1	30684508	613690	177	1	18178031	363560	177	1	16650587	333011	177	1
588	134	3	51581081	1031621	178.5	1	51581081	1031621	178.5	1	75767425	1515348	178.5	1	25667140	513342	178.5	1	15301564	306031	178.5	1	42013646	840272	178.5	1	42013646	840272	178.5	1	14582770	291655	178.5	1	31042345	620846	178.5	1	18390020	367800	178.5	1	16844763	336895	178.5	1
589	135	3	52175675	1043513	180	1	52175675	1043513	180	1	76640825	1532816	180	1	25963015	519260	180	1	15477951	309559	180	1	42497953	849959	180	1	42497953	849959	180	1	14750871	295017	180	1	31400182	628003	180	1	18602009	372040	180	1	17038939	340778	180	1
590	136	3	52770270	1055405	181.5	1	52770270	1055405	181.5	1	77514224	1550284	181.5	1	26258890	525177	181.5	1	15654338	313086	181.5	1	42982260	859645	181.5	1	42982260	859645	181.5	1	14918972	298379	181.5	1	31758019	635160	181.5	1	18813997	376279	181.5	1	17233115	344662	181.5	1
591	137	3	53364864	1067297	183	1	53364864	1067297	183	1	78387624	1567752	183	1	26554765	531095	183	1	15830725	316614	183	1	43466567	869331	183	1	43466567	869331	183	1	15087073	301741	183	1	32115856	642317	183	1	19025986	380519	183	1	17427291	348545	183	1
592	138	3	53959459	1079189	184.5	1	53959459	1079189	184.5	1	79261024	1585220	184.5	1	26850640	537012	184.5	1	16007112	320142	184.5	1	43950875	879017	184.5	1	43950875	879017	184.5	1	15255174	305103	184.5	1	32473692	649473	184.5	1	19237975	384759	184.5	1	17621467	352429	184.5	1
593	139	3	54554054	1091081	186	1	54554054	1091081	186	1	80134423	1602688	186	1	27146514	542930	186	1	16183499	323669	186	1	44435182	888703	186	1	44435182	888703	186	1	15423275	308465	186	1	32831529	656630	186	1	19449964	388999	186	1	17815643	356312	186	1
594	140	3	55148648	1102972	187.5	1	55148648	1102972	187.5	1	81007823	1620156	187.5	1	27442389	548847	187.5	1	16359886	327197	187.5	1	44919489	898389	187.5	1	44919489	898389	187.5	1	15591376	311827	187.5	1	33189366	663787	187.5	1	19661952	393239	187.5	1	18009819	360196	187.5	1
595	141	3	55743243	1114864	189	1	55743243	1114864	189	1	81881223	1637624	189	1	27738264	554765	189	1	16536273	330725	189	1	45403796	908075	189	1	45403796	908075	189	1	15759477	315189	189	1	33547203	670944	189	1	19873941	397478	189	1	18203995	364079	189	1
596	142	3	56337837	1126756	190.5	1	56337837	1126756	190.5	1	82754623	1655092	190.5	1	28034139	560682	190.5	1	16712660	334253	190.5	1	45888103	917762	190.5	1	45888103	917762	190.5	1	15927578	318551	190.5	1	33905040	678100	190.5	1	20085930	401718	190.5	1	18398171	367963	190.5	1
597	143	3	56932432	1138648	192	1	56932432	1138648	192	1	83628022	1672560	192	1	28330014	566600	192	1	16889046	337780	192	1	46372410	927448	192	1	46372410	927448	192	1	16095679	321913	192	1	34262877	685257	192	1	20297918	405958	192	1	18592347	371846	192	1
598	144	3	57527027	1150540	193.5	1	57527027	1150540	193.5	1	84501422	1690028	193.5	1	28625889	572517	193.5	1	17065433	341308	193.5	1	46856717	937134	193.5	1	46856717	937134	193.5	1	16263781	325275	193.5	1	34620713	692414	193.5	1	20509907	410198	193.5	1	18786523	375730	193.5	1
599	145	3	58121621	1162432	195	1	58121621	1162432	195	1	85374822	1707496	195	1	28921763	578435	195	1	17241820	344836	195	1	47341025	946820	195	1	47341025	946820	195	1	16431882	328637	195	1	34978550	699571	195	1	20721896	414437	195	1	18980699	379613	195	1
600	146	3	58716216	1174324	196.5	1	58716216	1174324	196.5	1	86248221	1724964	196.5	1	29217638	584352	196.5	1	17418207	348364	196.5	1	47825332	956506	196.5	1	47825332	956506	196.5	1	16599983	331999	196.5	1	35336387	706727	196.5	1	20933884	418677	196.5	1	19174875	383497	196.5	1
601	147	3	59310810	1186216	198	1	59310810	1186216	198	1	87121621	1742432	198	1	29513513	590270	198	1	17594594	351891	198	1	48309639	966192	198	1	48309639	966192	198	1	16768084	335361	198	1	35694224	713884	198	1	21145873	422917	198	1	19369051	387381	198	1
602	148	3	59905405	1198108	199.5	1	59905405	1198108	199.5	1	87995021	1759900	199.5	1	29809388	596187	199.5	1	17770981	355419	199.5	1	48793946	975878	199.5	1	48793946	975878	199.5	1	16936185	338723	199.5	1	36052061	721041	199.5	1	21357862	427157	199.5	1	19563227	391264	199.5	1
603	149	3	60500000	1210000	201	1	60500000	1210000	201	1	88868421	1777368	201	1	30105263	602105	201	1	17947368	358947	201	1	49278253	985565	201	1	49278253	985565	201	1	17104286	342085	201	1	36409898	728197	201	1	21569851	431397	201	1	19757403	395148	201	1
604	150	3	61094594	1221891	202.5	1	61094594	1221891	202.5	1	89741820	1794836	202.5	1	30401137	608022	202.5	1	18123755	362475	202.5	1	49762560	995251	202.5	1	49762560	995251	202.5	1	17272387	345447	202.5	1	36767734	735354	202.5	1	21781839	435636	202.5	1	19951579	399031	202.5	1
605	0	4	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
606	1	4	1662	49	1	1	1662	49	1	1	3066	92	1	1	1443	43	1	1	617	18	1	1	1256	37	1	1	1256	37	1	1	673	20	1	1	1624	48	1	1	794	23	1	1	545	16	1	1
607	2	4	20664	619	2	1	20664	619	2	1	38111	1143	2	1	17942	538	2	1	7671	230	2	1	15612	468	2	1	15612	468	2	1	8372	251	2	1	20188	605	2	1	9870	296	2	1	6776	203	2	1
608	3	4	59264	1777	3	1	59264	1777	3	1	109302	3278	3	1	51457	1543	3	1	22002	660	3	1	44776	1343	3	1	44776	1343	3	1	24012	720	3	1	57899	1736	3	1	28307	849	3	1	19436	583	3	1
609	4	4	111863	3355	4	1	111863	3355	4	1	206310	6189	4	1	97126	2913	4	1	41529	1245	4	1	84516	2535	4	1	84516	2535	4	1	45323	1359	4	1	109285	3278	4	1	53430	1602	4	1	36686	1100	4	1
