INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
809	诛仙阵	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2757	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
810	诛仙阵	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2758	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
811	诛仙阵	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2759	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
812	诛仙阵	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2760	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
813	诛仙阵	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17361	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
814	诛仙阵	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17362	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
815	诛仙阵	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17363	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
816	诛仙阵	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17364	效果2	2684	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
901	诛仙阵防	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2749	效果2	2684	效果3几率	20	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
902	诛仙阵防	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2750	效果2	2684	效果3几率	22	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
903	诛仙阵防	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2751	效果2	2684	效果3几率	24	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
904	诛仙阵防	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2752	效果2	2684	效果3几率	26	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
905	诛仙阵防	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2753	效果2	2684	效果3几率	28	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
906	诛仙阵防	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2754	效果2	2684	效果3几率	30	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
907	诛仙阵防	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2755	效果2	2684	效果3几率	32	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
908	诛仙阵防	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2756	效果2	2684	效果3几率	34	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
909	诛仙阵防	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2757	效果2	2684	效果3几率	36	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
910	诛仙阵防	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2758	效果2	2684	效果3几率	38	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
911	诛仙阵防	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2759	效果2	2684	效果3几率	40	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
912	诛仙阵防	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2760	效果2	2684	效果3几率	42	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
913	诛仙阵防	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17361	效果2	2684	效果3几率	44	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
914	诛仙阵防	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17362	效果2	2684	效果3几率	46	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
915	诛仙阵防	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17363	效果2	2684	效果3几率	48	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
916	诛仙阵防	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17364	效果2	2684	效果3几率	50	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1001	诛仙阵攻	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2749	效果2	2684	效果3几率	100	效果3	2610	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1002	诛仙阵攻	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2750	效果2	2684	效果3几率	100	效果3	2611	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1003	诛仙阵攻	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2751	效果2	2684	效果3几率	100	效果3	2612	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1004	诛仙阵攻	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2752	效果2	2684	效果3几率	100	效果3	2613	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1005	诛仙阵攻	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2753	效果2	2684	效果3几率	100	效果3	2614	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1006	诛仙阵攻	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2754	效果2	2684	效果3几率	100	效果3	2615	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1007	诛仙阵攻	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2755	效果2	2684	效果3几率	100	效果3	2616	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1008	诛仙阵攻	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2756	效果2	2684	效果3几率	100	效果3	2617	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1009	诛仙阵攻	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2757	效果2	2684	效果3几率	100	效果3	2618	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1010	诛仙阵攻	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2758	效果2	2684	效果3几率	100	效果3	2619	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1011	诛仙阵攻	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2759	效果2	2684	效果3几率	100	效果3	2620	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1012	诛仙阵攻	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	2760	效果2	2684	效果3几率	100	效果3	2621	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1013	诛仙阵攻	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17361	效果2	2684	效果3几率	100	效果3	17181	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1014	诛仙阵攻	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17362	效果2	2684	效果3几率	100	效果3	17182	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1015	诛仙阵攻	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17363	效果2	2684	效果3几率	100	效果3	17183	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1016	诛仙阵攻	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	0		0	0	0	0	0	10000	500	0	6	-1	-1	6	0	0	0	0	0	0	效果1	17364	效果2	2684	效果3几率	100	效果3	17184	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1091	夺命地爆陷阱	夺命地爆陷阱	4	0	0	2	2		-1		-1		-1	-1	-1	-1	0	10000	5000	3	3	-1	-1	6	0	0	0	0	0	0	效果1	32896	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1094	圣诞老人	圣诞老人	0	1	0	0	0	yanhua_12Q4圣诞节01_01	-1		-1		-1	0	0	0	0	35000	500	0	0	-1	-1	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
1095	宋辽大战	宋辽大战	0	1	0	0	0	HJ_宋辽大战_祭台激活特效_A	-1		-1		-1	0	0	0	0	300000	500	0	0	-1	-1	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
1096	聚力锁链	聚力锁链	4	0	0	1	1		-1		-1		-1	0	0	0	0	2000	2000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	42657	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1097	冲锋伤害陷阱	冲锋伤害陷阱	4	0	0	1	1		-1		-1		-1	0	0	0	0	500	500	5	5	-1	-1	12	0	0	0	0	0	0	效果1	42723	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1098	地裂伤害陷阱	地裂伤害陷阱	4	0	0	1	1	buff_契丹力士_地刺预警_2021	-1	buff_契丹力士_地刺爆炸_2021	-1		-1	0	0	0	0	1000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	42658	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1099	白狼魂陷阱	白狼魂陷阱	4	0	0	1	1	buff_密探召唤师17_白狼魂爆炸预警_2021	-1	buff_密探召唤师17_白狼魂爆炸_2021	-1		-1	0	0	0	0	1000	1000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	42688	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1100	藤蔓地刺陷阱	藤蔓地刺陷阱	4	0	0	2	12	buff_密探召唤师17_藤蔓地刺_2021	-1		0		0	0	0	0	0	12000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	42689	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1101	刀光陷阱1	刀光陷阱1	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021a	-1		-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	42698	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1102	刀光陷阱2	刀光陷阱2	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021b	-1		-1		-1	0	0	0	0	1000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	42699	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1103	刀光陷阱3	刀光陷阱3	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021c	-1		-1		-1	0	0	0	0	1000	1000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	42700	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1104	刀光陷阱4	刀光陷阱4	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021d	-1		-1		-1	0	0	0	0	1000	1000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	42701	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1105	刀光陷阱5	刀光陷阱5	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021e	-1		-1		-1	0	0	0	0	1000	1000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	42702	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1106	刀十字预警陷阱	冲锋预警陷阱	4	0	0	1	1	boss_契丹庄主_刀气纵横陷阱_2021	-1		-1		-1	0	0	0	0	3000	3000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1107	刀十字伤害陷阱	地裂伤害陷阱	4	0	0	2	12		-1		-1		-1	0	0	0	0	12000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	42703	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1108	流沙围剿	流沙围剿	4	0	0	1	1	hj_buff_boss秦皇地宫将军17_技能B陷阱预警	-1	hj_buff_boss秦皇地宫将军17_技能B陷阱	-1		-1	0	0	0	0	4000	4000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	42747	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1109	火焰围剿	火焰围剿	4	0	0	1	1	hj_boss地宫秦始皇17_技能C陷阱预警	-1	hj_boss地宫秦始皇17_技能C陷阱爆炸	-1		-1	0	0	0	0	3000	3000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	42751	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1110	桃花阵流派强化	桃花阵流派强化	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42889	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1111	桃花阵流派强化	桃花阵流派强化	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42890	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1112	桃花阵流派强化	桃花阵流派强化	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42891	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1113	桃花阵流派强化	桃花阵流派强化	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42892	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1114	桃花阵流派强化	桃花阵流派强化	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42893	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1115	桃花阵流派强化	桃花阵流派强化	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42894	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1116	桃花阵流派强化	桃花阵流派强化	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42895	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1117	桃花阵流派强化	桃花阵流派强化	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42896	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1118	桃花阵流派强化	桃花阵流派强化	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42897	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1119	桃花阵流派强化	桃花阵流派强化	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42898	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1120	桃花阵流派强化	桃花阵流派强化	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42899	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1121	桃花阵流派强化	桃花阵流派强化	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1122	桃花阵防	桃花阵	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42889	效果2	-1	效果3几率	20	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1123	桃花阵防	桃花阵	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42890	效果2	-1	效果3几率	22	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1124	桃花阵防	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42891	效果2	-1	效果3几率	24	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1125	桃花阵防	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42892	效果2	-1	效果3几率	26	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1126	桃花阵防	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42893	效果2	-1	效果3几率	28	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1127	桃花阵防	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42894	效果2	-1	效果3几率	30	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1128	桃花阵防	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42895	效果2	-1	效果3几率	32	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1129	桃花阵防	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42896	效果2	-1	效果3几率	34	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1130	桃花阵防	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42897	效果2	-1	效果3几率	36	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1131	桃花阵防	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42898	效果2	-1	效果3几率	38	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1132	桃花阵防	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42899	效果2	-1	效果3几率	40	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1133	桃花阵防	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	42900	效果2	-1	效果3几率	42	效果3	2572	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
