INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20108101	2	1	8	101	MakeMaterial14_5	完好的玄丝	防具材料类，40～49级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	5	0	2000	-1	0
20108102	2	1	8	102	MakeMaterial14_6	普通的玄丝	防具材料类，50～59级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	6	0	2000	-1	0
20108103	2	1	8	103	MakeMaterial14_7	发光的玄丝	防具材料类，60～69级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	7	0	2000	-1	0
20108104	2	1	8	104	MakeMaterial14_8	完美的玄丝	防具材料类，70～79级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	8	0	2000	-1	0
20108105	2	1	8	105	MakeMaterial14_9	闪亮的玄丝	防具材料类，80～89级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	9	0	2000	-1	0
20108106	2	1	8	106	MakeMaterial14_10	七彩的玄丝	防具材料类，90～99级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	10	0	2000	-1	0
20108107	2	1	8	107	MakeMaterial14_11	无瑕的玄丝	防具材料类，100～109级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	11	0	2000	-1	0
20108108	2	1	8	108	MakeMaterial14_12	至尊玄丝	防具材料类，110～119级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	12	0	2000	-1	0
20108109	2	1	8	109	MakeMaterial14_13	坏掉的黄骨	防具材料类，1～9级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	1	0	2000	-1	0
20108110	2	1	8	110	MakeMaterial14_14	残缺的黄骨	防具材料类，10～19级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	2	0	2000	-1	0
20108111	2	1	8	111	MakeMaterial14_15	破损的黄骨	防具材料类，20～29级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	3	0	2000	-1	0
20108112	2	1	8	112	MakeMaterial14_16	破旧的黄骨	防具材料类，30～39级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	4	0	2000	-1	0
20108113	2	1	8	113	MakeMaterial7_1	完好的黄骨	防具材料类，40～49级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	5	0	2000	-1	0
20108114	2	1	8	114	MakeMaterial7_2	普通的黄骨	防具材料类，50～59级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	6	0	2000	-1	0
20108115	2	1	8	115	MakeMaterial7_3	发光的黄骨	防具材料类，60～69级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	7	0	2000	-1	0
20108116	2	1	8	116	MakeMaterial7_4	完美的黄骨	防具材料类，70～79级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	8	0	2000	-1	0
20108117	2	1	8	117	MakeMaterial7_5	闪亮的黄骨	防具材料类，80～89级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	9	0	2000	-1	0
20108118	2	1	8	118	MakeMaterial7_6	七彩的黄骨	防具材料类，90～99级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	10	0	2000	-1	0
20108119	2	1	8	119	MakeMaterial7_7	无瑕的黄骨	防具材料类，100～109级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	11	0	2000	-1	0
20108120	2	1	8	120	MakeMaterial7_8	至尊黄骨	防具材料类，110～119级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	12	0	2000	-1	0
20108121	2	1	8	121	MakeMaterial7_9	坏掉的冰肌	饰品材料类，1～9级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	1	0	2000	-1	0
20108122	2	1	8	122	MakeMaterial7_10	残缺的冰肌	饰品材料类，10～19级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	2	0	2000	-1	0
20108123	2	1	8	123	MakeMaterial7_11	破损的冰肌	饰品材料类，20～29级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	3	0	2000	-1	0
20108124	2	1	8	124	MakeMaterial7_12	破旧的冰肌	饰品材料类，30～39级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	4	0	2000	-1	0
20108125	2	1	8	125	MakeMaterial7_13	完好的冰肌	饰品材料类，40～49级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	5	0	2000	-1	0
20108126	2	1	8	126	MakeMaterial7_14	普通的冰肌	饰品材料类，50～59级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	6	0	2000	-1	0
20108127	2	1	8	127	MakeMaterial7_15	发光的冰肌	饰品材料类，60～69级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	7	0	2000	-1	0
20108128	2	1	8	128	MakeMaterial7_16	完美的冰肌	饰品材料类，70～79级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	8	0	2000	-1	0
20108129	2	1	8	129	MakeMaterial8_1	闪亮的冰肌	饰品材料类，80～89级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	9	0	2000	-1	0
20108130	2	1	8	130	MakeMaterial8_2	七彩的冰肌	饰品材料类，90～99级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	10	0	2000	-1	0
20108131	2	1	8	131	MakeMaterial8_3	无瑕的冰肌	饰品材料类，100～109级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	11	0	2000	-1	0
20108132	2	1	8	132	MakeMaterial8_4	至尊冰肌	饰品材料类，110～119级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	12	0	2000	-1	0
20108133	2	1	8	133	MakeMaterial8_6	坏掉的雪魄	饰品材料类，1～9级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	1	0	2000	-1	0
20108134	2	1	8	134	MakeMaterial8_7	残缺的雪魄	饰品材料类，10～19级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	2	0	2000	-1	0
20108135	2	1	8	135	MakeMaterial8_8	破损的雪魄	饰品材料类，20～29级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	3	0	2000	-1	0
20108136	2	1	8	136	MakeMaterial8_9	破旧的雪魄	饰品材料类，30～39级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	4	0	2000	-1	0
20108137	2	1	8	137	MakeMaterial8_10	完好的雪魄	饰品材料类，40～49级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	5	0	2000	-1	0
20108138	2	1	8	138	MakeMaterial8_11	普通的雪魄	饰品材料类，50～59级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	6	0	2000	-1	0
20108139	2	1	8	139	MakeMaterial8_12	发光的雪魄	饰品材料类，60～69级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	7	0	2000	-1	0
20108140	2	1	8	140	MakeMaterial8_5	完美的雪魄	饰品材料类，70～79级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	8	0	2000	-1	0
20108141	2	1	8	141	MakeMaterial8_13	闪亮的雪魄	饰品材料类，80～89级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	9	0	2000	-1	0
20108142	2	1	8	142	MakeMaterial8_14	七彩的雪魄	饰品材料类，90～99级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	10	0	2000	-1	0
20108143	2	1	8	143	MakeMaterial8_15	无瑕的雪魄	饰品材料类，100～109级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	11	0	2000	-1	0
20108144	2	1	8	144	MakeMaterial8_16	至尊雪魄	饰品材料类，110～119级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	12	0	2000	-1	0
20108145	2	1	8	145	MakeMaterial9_1	坏掉的寒云	饰品材料类，1～9级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	1	0	2000	-1	0
20108146	2	1	8	146	MakeMaterial9_2	残缺的寒云	饰品材料类，10～19级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	2	0	2000	-1	0
20108147	2	1	8	147	MakeMaterial9_3	破损的寒云	饰品材料类，20～29级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	3	0	2000	-1	0
20108148	2	1	8	148	MakeMaterial9_4	破旧的寒云	饰品材料类，30～39级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	4	0	2000	-1	0
20108149	2	1	8	149	MakeMaterial9_5	完好的寒云	饰品材料类，40～49级人形、傀儡、妖魔类怪物掉落。可以通过#G材料加工#W技能制得相应等级的炼玉。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	工艺材料	5	0	2000	-1	0
