INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT
ID	分类 ID（互斥用）	PRI优先级	图标文件名	触发特效ID	触发特效的音效ID	触发特效的绑定点	持续性特效ID	持续特效的音效ID	持续性特效的绑定点	死后是否保留	是否可以被技能驱散	是否是负面效果	是否可以被手动取消	是否为线性特效	线性特效的绑定点	效果说明$1$	特殊坐骑效果	置顶显示	预留	预留
1067	1067	3000	WuhunSkill2_8							0	0	0	1	0		灵洒之魂：一定几率提升自己的闪避	-1	0	1	1	
1068	1068	3000	WuhunSkill2_8				buff_武魂增益		身体受击点	0	0	0	1	0		闪避上升	-1	0	1	1	
1069	1069	3000	Buff1_9							0	0	0	1	0		乏力之魂：一定几率降低目标力量	-1	0	1	1	
1070	1070	3000	Buff1_9				buff_武魂虚弱		身体受击点	0	1	1	0	0		力量下降	-1	0	1	1	
1071	1071	3000	Buff1_9							0	0	0	1	0		灭灵之魂：一定几率降低目标灵力	-1	0	1	1	
1072	1072	3000	Buff1_9				buff_武魂虚弱		身体受击点	0	1	1	0	0		灵力下降	-1	0	1	1	
1073	1073	3000	Buff1_9							0	0	0	1	0		破体之魂：一定几率降低目标体力	-1	0	1	1	
1074	1074	3000	Buff1_9				buff_武魂虚弱		身体受击点	0	1	1	0	0		体力下降	-1	0	1	1	
1075	1075	3000	Buff1_9							0	0	0	1	0		乱定之魂：一定几率降低目标定力	-1	0	1	1	
1076	1076	3000	Buff1_9				buff_武魂虚弱		身体受击点	0	1	1	0	0		定力下降	-1	0	1	1	
1077	1077	3000	Buff1_9							0	0	0	1	0		重身之魂：一定几率降低目标身法	-1	0	1	1	
1078	1078	3000	Buff1_9				buff_武魂虚弱		身体受击点	0	1	1	0	0		身法下降	-1	0	1	1	
1079	1079	3000	WuhunSkill2_9							0	0	0	1	0		断刚之魂：一定几率降低目标外功攻击	-1	0	1	1	
1080	1080	3000	WuhunSkill2_9				buff_武魂虚弱		身体受击点	0	1	1	0	0		外功攻击下降	-1	0	1	1	
1081	1081	3000	WuhunSkill2_10							0	0	0	1	0		裂柔之魂：一定几率降低目标内功攻击	-1	0	1	1	
1082	1082	3000	WuhunSkill2_10				buff_武魂虚弱		身体受击点	0	1	1	0	0		内功攻击下降	-1	0	1	1	
1083	1083	3000	WuhunSkill2_11							0	0	0	1	0		黯韧之魂：一定几率降低目标外功防御	-1	0	1	1	
1084	1084	3000	WuhunSkill2_11				buff_武魂虚弱		身体受击点	0	1	1	0	0		外功防御下降	-1	0	1	1	
1085	1085	3000	WuhunSkill2_12							0	0	0	1	0		刺绵之魂：一定几率降低目标内功防御	-1	0	1	1	
1086	1086	3000	WuhunSkill2_12				buff_武魂虚弱		身体受击点	0	1	1	0	0		内功防御下降	-1	0	1	1	
1087	1087	3000	WuhunSkill2_13							0	0	0	1	0		扰准之魂：一定几率降低目标命中	-1	0	1	1	
1088	1088	3000	WuhunSkill2_13				buff_武魂虚弱		身体受击点	0	1	1	0	0		命中下降	-1	0	1	1	
1089	1089	3000	WuhunSkill2_14							0	0	0	1	0		绝洒之魂：一定几率降低目标闪避	-1	0	1	1	
1090	1090	3000	WuhunSkill2_14				buff_武魂虚弱		身体受击点	0	1	1	0	0		闪避下降	-1	0	1	1	
1091	1091	3000	WuhunSkill2_15							0	0	0	1	0		强击之魂：一定几率附加额外伤害	-1	0	1	1	
1092	1092	3000	WuhunSkill2_16							0	0	0	1	0		绝气之魂：一定几率打掉目标的气	-1	0	1	1	
1093	1093	3000	WuhunSkill3_1							0	0	0	1	0		尚武之魂：一定几率提升自己的所有属性	-1	0	1	1	
1094	1094	3000	WuhunSkill3_1				buff_武魂尚武之魂		身体受击点	0	1	1	0	0		所有属性上升	-1	0	1	1	
1095	1095	3000	WuhunSkill3_2							0	0	0	1	0		绝情之魂：一定几率降低目标所有属性	-1	0	1	1	
1096	1096	3000	WuhunSkill3_2				buff_武魂绝情之魂		身体受击点	0	1	1	0	0		所有属性下降	-1	0	1	1	
1100	1100	2000	Shenqi_3_5							1	0	0	0	0		赤焰九纹：命中敌人时有机率打出奋力一击，额外造成伤害并在一段时间内增加自身外功攻击，减少对方外功防御	-1	0	1	1	
1101	1101	2000	Shenqi_3_9							1	0	0	0	0		含光弄影：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御	-1	0	1	1	
1102	1102	2000	Shenqi_3_7							1	0	0	0	0		碎情雾影：命中敌人时有机率打出绝妙一击，额外造成伤害并在一段时间内增加自身会心攻击，减少对方会心防御	-1	0	1	1	
1103	1103	2000	Shenqi_3_4							1	0	0	0	0		雷鸣离火：命中敌人时有机率打出精妙一击，额外造成伤害并在一段时间内增加自身命中，减少对方闪避	-1	0	1	1	
1104	1104	2000	Shenqi_6				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大周岚夜：已降低一个目标的内外功攻击2400	-1	0	1	1	
1105	1105	2000	Shenqi_6				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大周岚夜：已降低一个目标的内外功防御2400	-1	0	1	1	
1106	1106	2000	PetSkill6_15	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		减速：移动速度降低45%	-1	0	1	1	
1107	1107	2000	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		破绽：内外功防御降低2400	-1	0	1	1	
1108	1108	2000	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		虚弱：内外功攻击降低2400	-1	0	1	1	
1109	1109	2000	Shenqi_3_6							1	0	0	0	0		万仞龙渊：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御	-1	0	1	1	
1110	1110	2000	Shenqi_12				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大商尘影：已降低一个目标的内外功防御2400	-1	0	1	1	
1111	1111	2000	Shenqi_3_2							1	0	0	0	0		转魂灭魄：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御	-1	0	1	1	
1112	1112	2000	Shenqi_7				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大晋星痕：已降低一个目标的内外功攻击2400	-1	0	1	1	
1113	1113	2000	Shenqi_13				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：已降低一个目标的移动速度45%	-1	0	1	1	
1114	1114	2000	Shenqi_13				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：已降低一个目标的内外功防御2400	-1	0	1	1	
1115	1115	2000	Shenqi_3_1							1	0	0	0	0		斩忧断愁：命中敌人时有机率打出奋力一击，额外造成伤害并在一段时间内增加自身外功攻击，减少对方外功防御	-1	0	1	1	
1116	1116	2000	Shenqi_9				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：已降低一个目标的移动速度45%	-1	0	1	1	
1117	1117	2000	Shenqi_9				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：已降低一个目标的内外功攻击2400	-1	0	1	1	
1118	1118	2000	Shenqi_3_3							1	0	0	0	0		弈天破邪：命中敌人时有机率打出奋力一击，额外造成伤害并在一段时间内增加自身外功攻击，减少对方外功防御	-1	0	1	1	
1119	1119	2000	Shenqi_14				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：已降低一个目标的移动速度45%	-1	0	1	1	
1120	1120	2000	Shenqi_14				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：已降低一个目标的内外功攻击2400	-1	0	1	1	
1121	1121	2000	Shenqi_11				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：已降低一个目标的移动速度45%	-1	0	1	1	
1122	1122	2000	Shenqi_11				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：已降低一个目标的内外功攻击2400	-1	0	1	1	
1123	1123	2000	Shenqi_3_8							1	0	0	0	0		天星耀阳：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御	-1	0	1	1	
1124	1124	2000	Shenqi_10				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大汉弘纲：已降低一个目标的内外功攻击2400	-1	0	1	1	
1125	1125	2000	Shenqi_8				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大宋君岑：已降低一个目标的内外功攻击2400	-1	0	1	1	
1126	1126	1000	PetChapletBuff1_5							1	0	0	0	0		增加力量和体力	-1	0	1	1	
1127	1127	1000	PetChapletBuff1_12							1	0	0	0	0		增加命中和会心	-1	0	1	1	
1128	1128	1000	PetChapletBuff1_14							1	0	0	0	0		增加力量和身法	-1	0	1	1	
1129	1129	1000	PetChapletBuff1_2							1	0	0	0	0		增加灵气和体力	-1	0	1	1	
1130	1130	1000	PetChapletBuff1_12							1	0	0	0	0		增加命中和会心	-1	0	1	1	
1131	1131	1000	PetChapletBuff1_14							1	0	0	0	0		增加灵气和身法	-1	0	1	1	
1132	1132	1000	PetChapletBuff1_1							1	0	0	0	0		增加体力	-1	0	1	1	
1133	1133	1000	PetChapletBuff1_14							1	0	0	0	0		增加体力和身法	-1	0	1	1	
1134	1134	1000	PetChapletBuff1_14							1	0	0	0	0		增加身法	-1	0	1	1	
1135	1135	1000	PetChapletBuff1_9							1	0	0	0	0		增加力量和体力	-1	0	1	1	
1136	1136	1000	PetChapletBuff1_11							1	0	0	0	0		增加命中和会心	-1	0	1	1	
1137	1137	1000	PetChapletBuff1_16							1	0	0	0	0		增加力量和身法	-1	0	1	1	
1138	1138	1000	PetChapletBuff1_8							1	0	0	0	0		增加灵气和体力	-1	0	1	1	
1139	1139	1000	PetChapletBuff1_11							1	0	0	0	0		增加命中和会心	-1	0	1	1	
1140	1140	1000	PetChapletBuff1_16							1	0	0	0	0		增加灵气和身法	-1	0	1	1	
1141	1141	1000	PetChapletBuff2_3							1	0	0	0	0		增加体力	-1	0	1	1	
1142	1142	1000	PetChapletBuff1_16							1	0	0	0	0		增加体力和身法	-1	0	1	1	
1143	1143	1000	PetChapletBuff1_16							1	0	0	0	0		增加身法	-1	0	1	1	
1144	1144	1000	Buff11_9				buff_福香包		身体受击点	0	0	0	1	0		新年福香包：所有属性+10	-1	0	1	1	
1145	1145	1000	Buff11_9				buff_福香包		身体受击点	0	0	0	1	0		新年福香包：所有属性+15	-1	0	1	1	
1146	1146	1000	Buff11_9				buff_福香包		身体受击点	0	0	0	1	0		新年福香包：所有属性+20	-1	0	1	1	
1147	1147	1000	Buff11_9				buff_福香包		身体受击点	0	0	0	1	0		新年福香包：所有属性+25	-1	0	1	1	
1148	1148	1000	Buff11_9				buff_福香包		身体受击点	0	0	0	1	0		新年福香包：所有属性+30	-1	0	1	1	
1149	1149	1000	Buff11_9				buff_福香包		身体受击点	0	0	0	1	0		新年福香包：所有属性+35	-1	0	1	1	
1150	1050	1000	Buff11_10				buff_伤心断肠		身体中心点	0	0	0	0	0		求爱失败，伤心断肠。一分钟之内不能向异性求爱。使用忘情水可以解除此状态。	-1	0	1	1	
1151	1151	1000	Huodong_3_6				buff_七夕_01		身体中心点	0	0	0	1	0		爱语光环，增加人物所有属性10点，持续30分钟。	-1	0	1	1	
1152	1152	1000	CircularTaskTool9_15							0	0	0	1	0		爆竹雷动，唤醒满园春色（通俗上联）：增加力量，灵气，体力，定力，身法各10点	-1	0	1	1	
1153	1153	1000	CircularTaskTool9_3							0	0	0	1	0		瑞雪飘飞，兆示一岁福泽（通俗下联）：增加力量，灵气，体力，定力，身法各10点	-1	0	1	1	
1154	1154	1000	CircularTaskTool9_16							0	0	0	1	0		春联贺岁（高级）：增加力量，灵气，体力，定力，身法各30点	-1	0	1	1	
1155	1155	1000	CircularTaskTool9_4							0	0	0	1	0		春联贺岁（普通）：增加力量，灵气，体力，定力，身法各20点	-1	0	1	1	
1157	1150	1000	CircularTaskTool10_1							0	0	0	1	0		春风乍起，写就满城锦绣（优美上联）：增加力量，灵气，体力，定力，身法各10点	-1	0	1	1	
1158	1151	1000	CircularTaskTool10_2							0	0	0	1	0		飞雪初凝，妆成一树玲珑（优美下联）：增加力量，灵气，体力，定力，身法各10点	-1	0	1	1	
1159	1159	1000	CircularTaskTool9_9				g01_buff_圣诞礼盒01		脚下光圈点	0	0	0	1	0		放飞的祈福：增加体力，力量，灵气，定力，身法各20点	-1	0	1	1	
1160	1160	1000	YuanDan1_1				g01_buff_圣诞礼盒01		脚下光圈点	0	0	0	1	0		春节快乐	-1	0	1	1	
1161	1161	1000	YuanDan1_4				g01_buff_圣诞礼盒02		脚下光圈点	0	0	0	1	0		春节快乐	-1	0	1	1	
1162	1162	1000	YuanDan1_3				g01_buff_圣诞礼盒03		脚下光圈点	0	0	0	1	0		春节快乐	-1	0	1	1	
1163	1163	1000	YuanDan1_2				g01_buff_圣诞礼盒04		脚下光圈点	0	0	0	1	0		春节快乐	-1	0	1	1	
1164	1164	1000	Tattoo2_6							1	0	0	0	0		忘无：第一本心法中第一个技能的伤害得到了强化	-1	0	1	1	
1165	1165	1000	Tattoo2_7							1	0	0	0	0		冥想：第二本心法中第一个技能的伤害得到了强化	-1	0	1	1	
1166	1166	1000	Tattoo2_8							1	0	0	0	0		装备雕纹：你的第四本心法的第三个技能被强化了	-1	0	1	1	
1167	1167	1000	Tattoo2_9							1	0	0	0	0		御劲：第五本心法中第二个技能的伤害得到了强化	-1	0	1	1	
1168	1168	1000	Tattoo2_10							1	0	0	0	0		装备雕纹：你的第五本心法的第三个技能被强化了	-1	0	1	1	
1169	1169	1000	Tattoo2_11							1	0	0	0	0		暴怒：第六本心法中第一个技能的伤害得到了强化	-1	0	1	1	
1170	1170	1000	Shenqi_7							0	0	0	1	0		墨迹：造成的伤害提升100%	-1	0	1	1	
1171	1171	1000	Buff5_1							0	0	0	1	0		隐身	-1	0	1	1	
1172	1172	1000	CircularTaskTool12_3							0	0	0	1	0		元神仙丹：服用“元神仙丹”后内功得到极大提升	-1	0	1	1	
1173	1173	1000	CircularTaskTool12_2							0	0	0	1	0		铁骨仙丹：服用“铁骨仙丹”后外功得到极大提升	-1	0	1	1	
1174	1174	2000	Shenqi_3							0	0	0	1	0		熔金落日：使用“熔金落日符”使武器暂时具有“熔金落日刀”的效果	-1	0	1	1	
1175	1175	2000	Shenqi_2							0	0	0	1	0		秋水无痕：使用“秋水无痕符”使武器暂时具有“秋水无痕剑”的效果	-1	0	1	1	
1176	1176	2000	Shenqi_4							0	0	0	1	0		万壑松风：使用“万壑松风符”使武器暂时具有“万壑松风扇”的效果	-1	0	1	1	
1177	1177	2000	Shenqi_5							0	0	0	1	0		碧海银涛：使用“碧海银涛符”使武器暂时具有“碧海银涛环”的效果	-1	0	1	1	
1178	1178	1000	CircularTaskTool12_10							0	0	0	1	0		冰龙刺：将“冰龙刺”镶嵌在武器上，使武器暂时具有强大的冰属性攻击效果。	-1	0	1	1	
1179	1179	1000	CircularTaskTool12_7							0	0	0	1	0		雷龙刺：将“雷龙刺”镶嵌在武器上，使武器暂时具有强大的玄属性攻击效果。	-1	0	1	1	
1180	1180	1000	CircularTaskTool12_9							0	0	0	1	0		火龙刺：将“火龙刺”镶嵌在武器上，使武器暂时具有强大的火属性攻击效果。	-1	0	1	1	
1181	1181	1000	CircularTaskTool12_8							0	0	0	1	0		毒龙刺：将“毒龙刺”镶嵌在武器上，使武器暂时具有强大的毒属性攻击效果。	-1	0	1	1	
1182	1182	1000	CircularTaskTool11_16							0	0	0	1	0		绝学·奔雷：“奔雷·残卷”中记载的武功秘诀，攻击目标时有几率释放奔雷攻击效果。	-1	0	1	1	
1183	1183	1000	CircularTaskTool11_15							0	0	0	1	0		绝学·极杀：“极杀·残卷”中记载的武功秘诀，攻击目标时有几率释放极杀攻击效果。	-1	0	1	1	
1184	1184	1000	CircularTaskTool11_14							0	0	0	1	0		绝学·消魂：“消魂·残卷”中记载的武功秘诀，攻击目标时有几率释放消魂攻击效果。	-1	0	1	1	
1185	1185	1000	CircularTaskTool11_12							0	0	0	1	0		绝学·夺命：“夺命·残卷”中记载的武功秘诀，攻击目标时有几率释放夺命攻击效果。	-1	0	1	1	
1186	1186	1000	CircularTaskTool11_13							0	0	0	1	0		绝学·杀意：“杀意·残卷”中记载的武功秘诀，攻击目标时有几率释放杀意攻击效果。	-1	0	1	1	
1187	1187	1000	CircularTaskTool10_16				boss_飘渺峰哈大霸buff01		身体中心点	0	0	0	0	0		贪狼杀气：贪狼星附体，攻击力极大增强。	-1	0	1	1	
1188	1188	1000	Buff12_1							0	1	1	0	0		恶疾：误食变质的“奇异鱼”后的中毒反应，体力值下降。	-1	0	1	1	
1189	1189	1000	Buff11_16							0	1	1	0	0		疯鱼病：误食病态的“奇异鱼”后的中毒反应，导致精神错乱走火入魔。	-1	0	1	1	
1190	1190	1000	Buff11_14							0	0	0	1	0		饕餮：吃了用“奇异鱼”制作的人间美味而得意忘形，战斗力得到极大提升。	-1	0	1	1	
1191	1191	1000	Buff11_15							0	1	0	1	0		美食：食用美味的“奇异鱼”后产生的增益效果，体力值得到极大提升。	-1	0	1	1	
1192	1192	1000	Buff12_14				buff_烛影摇红		身体受击点	0	0	1	0	0		烛影摇红：对周围10米范围的队友造成每秒2%的伤害	-1	0	1	1	
1193	1193	1000	Buff12_13				buff_金色狂舞		身体受击点	0	0	0	0	0		金色狂舞：对周围的目标造成伤害	-1	0	1	1	
1194	1194	1000	Buff12_11							0	0	0	0	0		墨虎的守护：降低受到伤害的70%	-1	0	1	1	
1195	1195	8500	FightSkillDaLi2_3				g01_dl_天龙80级技能_buff蓝		身体受击点	0	0	0	0	0		冰虎：只受到冰属性的伤害	-1	0	1	1	
1196	1196	8500	FightSkillDaLi2_2				g01_dl_天龙80级技能_buff红		身体受击点	0	0	0	0	0		火虎：只受到火属性的伤害	-1	0	1	1	
1197	1197	8500	FightSkillDaLi2_5				g01_dl_天龙80级技能_buff黄		身体受击点	0	0	0	0	0		玄虎：只受到玄属性的伤害	-1	0	1	1	
1198	1198	8500	FightSkillDaLi2_4				g01_dl_天龙80级技能_buff绿		身体受击点	0	0	0	0	0		毒虎：只受到毒属性的伤害	-1	0	1	1	
1199	1199	1000	Buff12_12				boss_镜湖水鬼_蛟龙乱舞		脚下光圈点	0	0	0	0	0		青鹰的守护：对周围的目标造成每秒5%的伤害	-1	0	1	1	
1200	1200	1000	Buff12_15				boss_卢俊义_天罡霸气		身体受击点	0	0	0	0	0		身在此山中：造成的伤害提升至300%	-1	0	1	1	
1201	1201	1000	Buff12_9							0	0	0	0	0		龙柱的守护：降低受到伤害的70%	-1	0	1	1	
1202	1202	1000	Buff12_10				boss_卢俊义_天罡霸气		身体受击点	0	0	0	0	0		龙柱的威力：造成的伤害提升至300%	-1	0	1	1	
1203	1203	1000	Buff12_4				g01_dl_天龙80级技能_buff蓝		身体受击点	0	0	0	0	0		金龙之怒：受到的玄属性伤害提升200%	-1	0	1	1	
1204	1204	1000	Buff12_5				g01_dl_天龙80级技能_buff红		身体受击点	0	0	0	0	0		木龙之怒：受到的毒属性伤害提升200%	-1	0	1	1	
1205	1205	1000	Buff12_6				g01_dl_天龙80级技能_buff黄		身体受击点	0	0	0	0	0		水龙之怒：受到的冰属性伤害提升200%	-1	0	1	1	
1206	1206	1000	Buff12_7				g01_dl_天龙80级技能_buff绿		身体受击点	0	0	0	0	0		火龙之怒：受到的火属性伤害提升200%	-1	0	1	1	
1207	1207	1000	Buff12_8				boss_卢俊义_天人五衰		身体受击点	0	0	0	0	0		土龙之怒：受到的所有属性伤害提升200%	-1	0	1	1	
1208	1208	1000	Buff11_2				boss_卢俊义_天人五衰		身体受击点	0	0	0	0	0		四绝之怒：受到的伤害提升500%	-1	0	1	1	
1209	1209	1500	Buff12_3							1	0	0	0	0		星移：命中目标后有几率减少对方玄抗30点，可以将目标的抗性降低至负值	-1	0	1	1	
1210	1210	1500	Buff12_3							0	0	1	0	0		星移：降低玄抗30点	-1	0	1	1	
1211	376	1000	PetSkill7_2				boss_卢俊义_天罡霸气		脚下光圈点	0	0	0	1	0		高级嗜血：牺牲防御来暂时提高外功攻击	-1	0	1	1	
1212	1212	1000	FightSkillkunxiansuo_6				m01_捆仙索_buffsl		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1213	1212	1000	FightSkillkunxiansuo_4				m01_捆仙索_buffmj		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1214	1212	1000	FightSkillkunxiansuo_2				m01_捆仙索_buffgb		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1215	1212	1000	FightSkillkunxiansuo_8				m01_捆仙索_buffwd		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1216	1212	1000	FightSkillkunxiansuo_1				m01_捆仙索_buffem		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1217	1212	1000	FightSkillkunxiansuo_10				m01_捆仙索_buffxx		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1218	1212	1000	FightSkillkunxiansuo_5				m01_捆仙索_buffdl		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1219	1212	1000	FightSkillkunxiansuo_7				m01_捆仙索_buffts		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1220	1212	1000	FightSkillkunxiansuo_9				m01_捆仙索_buffxy		身体受击点	0	1	1	0	0		恶蟒缠身：移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
1221	1212	1000	FightSkillMantuo1_8				hj_曼陀山庄_飞花乱红深处连线		身体受击点	0	1	1	0	1		飞花·乱红深处：每秒损失血量	-1	0	1	1	
1222	1222	2000	Shenqi_3_10							1	0	0	0	0		星移无痕：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御	-1	0	1	1	
1223	1223	2000	Shenqi_3_11							1	0	0	0	0		大燕韵章：有一定几率吸取目标的血	-1	0	1	1	
1224	1224	2000	Shenqi_3_11							1	0	0	0	0		大燕韵章：有一定几率降低目标的内外功攻击	-1	0	1	1	
1225	1225	2000	Shenqi_3_11							1	0	0	0	0		大燕韵章：有一定几率降低目标的内外功防御	-1	0	1	1	
1226	1226	2000	Shenqi_3_11				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大燕韵章：吸取目标的血	-1	0	1	1	
1227	1227	2000	Shenqi_3_11				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大燕韵章：已降低一个目标的内外功攻击1923	-1	0	1	1	
1228	1228	2000	Shenqi_3_11				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大燕韵章：已降低一个目标的内外功防御1923	-1	0	1	1	
1229	1229	2000	Shenqi_3_11				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大燕韵章：已降低一个目标的内外功攻击2400	-1	0	1	1	
