INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
513	70504101	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504102	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G力量+122#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
514	70504102	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504103	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G力量+164#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
515	70504103	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504104	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G力量+204#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
516	70504105	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504106	0	升级后整套的套装效果将提升为：#G内功攻击+1664#W；#G命中+2142#W；#G灵气+82#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（2星套装效果）#W。
517	70504106	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504107	1	升级后整套的套装效果将提升为：#G内功攻击+2496#W；#G命中+3212#W；#G灵气+122#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（3星套装效果）#W。
518	70504107	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504108	1	升级后整套的套装效果将提升为：#G内功攻击+3326#W；#G命中+4282#W；#G灵气+164#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（4星套装效果）#W。
519	70504108	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504109	1	升级后整套的套装效果将提升为：#G内功攻击+4158#W；#G命中+5352#W；#G灵气+204#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（5星套装效果）#W。
520	70504110	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504111	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G灵气+82#W；#G增加反击技能对目标的生效几率（2星套装效果）#W。
521	70504111	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504112	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G灵气+122#W；#G增加反击技能对目标的生效几率（3星套装效果）#W。
522	70504112	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504113	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G灵气+164#W；#G增加反击技能对目标的生效几率（4星套装效果）#W。
523	70504113	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504114	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G灵气+204#W；#G增加反击技能对目标的生效几率（5星套装效果）#W。
524	70504115	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504116	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G灵气+82#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
525	70504116	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504117	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G灵气+122#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
526	70504117	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504118	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G灵气+164#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
527	70504118	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504119	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G灵气+204#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
528	70504120	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504121	0	升级后整套的套装效果将提升为：#G外功防御+1642#W；#G内功防御+1642#W；#G血上限+3056#W；#G增加灵气技能对玩家的生效几率（2星套装效果）#W。
529	70504121	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504122	1	升级后整套的套装效果将提升为：#G外功防御+2464#W；#G内功防御+2464#W；#G血上限+4584#W；#G增加灵气技能对玩家的生效几率（3星套装效果）#W。
530	70504122	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504123	1	升级后整套的套装效果将提升为：#G外功防御+3284#W；#G内功防御+3284#W；#G血上限+6112#W；#G增加灵气技能对玩家的生效几率（4星套装效果）#W。
531	70504123	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504124	1	升级后整套的套装效果将提升为：#G外功防御+4106#W；#G内功防御+4106#W；#G血上限+7640#W；#G增加灵气技能对玩家的生效几率（5星套装效果）#W。
532	70504125	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504126	0	升级后整套的套装效果将提升为：#G身法+82#W；#G命中+2142#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
533	70504126	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504127	1	升级后整套的套装效果将提升为：#G身法+122#W；#G命中+3212#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
534	70504127	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504128	1	升级后整套的套装效果将提升为：#G身法+164#W；#G命中+4282#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
535	70504128	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504129	1	升级后整套的套装效果将提升为：#G身法+204#W；#G命中+5352#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
536	70504130	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504131	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G身法+82#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
537	70504131	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504132	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G身法+122#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
538	70504132	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504133	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G身法+164#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
539	70504133	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504134	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G身法+204#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
