INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标$1$	任务描述3$1$	任务描述4$1$	任务描述5$1$	接受任务场景ID	接受任务NpcName$1$	接受任务NpcGuid	完成任务场景ID	完成任务NpcName$1$	完成任务NpcGuid	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	击杀种类数（最多5）	怪物名称1$1$	是否寻找随机物品	掉落物品1	掉落概率1	掉落数量1	怪物名称2$1$	怪物标志2	掉落物品2	掉落概率2	掉落数量2	怪物名称3$1$	怪物标志3	掉落物品3	掉落概率3	掉落数量3	怪物名称4$1$	怪物标志4	掉落物品4	掉落概率4	掉落数量4	怪物名称5$1$	怪物标志5	掉落物品5	掉落概率5	掉落数量5	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	个数1	固定物品奖励2	个数2	固定物品奖励3	个数3	固定物品奖励4	个数4	固定物品奖励5	个数5	可选物品奖励1	个数1	可选物品奖励2	个数2	可选物品奖励3	个数3	可选物品奖励4	个数4	可选物品奖励5	个数5	隐藏奖励物品1	个数1	隐藏奖励物品2	个数2	隐藏奖励物品3	个数3	后续任务INDEX	预留	预留	预留
1039552	101	10	0	1	0	1	62	98	鸠摩智任务	#{MIS_ITEM90526_80}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_81}%i#{MIS_ITEM90526_61}	#{RW_20080321_678}	#{RW_20080321_679}	0		0	8	鸠摩智	0	60	-1	-1	-1	1		2	58	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	103	1	#{MI_KIL9525_4}	2	#{MI_KIL9525_5}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039553	101	10	0	1	0	1	62	98	鸠摩智任务	#{MIS_ITEM90526_80}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_81}%i#{MIS_ITEM90526_61}	#{RW_20080321_678}	#{RW_20080321_679}	0		0	8	鸠摩智	0	60	-1	-1	-1	1		2	59	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	103	1	#{MI_KIL9525_4}	2	#{MI_KIL9525_5}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039554	101	10	0	1	0	1	62	98	鸠摩智任务	#{MIS_ITEM90526_80}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_81}%i#{MIS_ITEM90526_61}	#{RW_20080321_678}	#{RW_20080321_679}	0		0	8	鸠摩智	0	60	-1	-1	-1	1		2	60	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	103	1	#{MI_KIL9525_4}	2	#{MI_KIL9525_5}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039600	101	10	0	1	0	1	250	168	钟灵任务	#{MIS_ITEM90526_82}%i#{MIS_ITEM90526_83}	    #{MIS_ITEM90526_84}%i#{MIS_ITEM90526_65}	#{RW_20080321_698}	#{RW_20080321_699}	0		0	6	钟灵	0	20	-1	-1	-1	1		2	11	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039601	101	10	0	1	0	1	250	168	钟灵任务	#{MIS_ITEM90526_82}%i#{MIS_ITEM90526_83}	    #{MIS_ITEM90526_84}%i#{MIS_ITEM90526_65}	#{RW_20080321_698}	#{RW_20080321_699}	0		0	6	钟灵	0	20	-1	-1	-1	1		2	12	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039602	101	10	0	1	0	1	250	168	钟灵任务	#{MIS_ITEM90526_82}%i#{MIS_ITEM90526_83}	    #{MIS_ITEM90526_84}%i#{MIS_ITEM90526_65}	#{RW_20080321_698}	#{RW_20080321_699}	0		0	6	钟灵	0	20	-1	-1	-1	1		2	13	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039603	101	10	0	1	0	1	250	168	钟灵任务	#{MIS_ITEM90526_82}%i#{MIS_ITEM90526_83}	    #{MIS_ITEM90526_84}%i#{MIS_ITEM90526_65}	#{RW_20080321_698}	#{RW_20080321_699}	0		0	6	钟灵	0	20	-1	-1	-1	1		2	14	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039604	101	10	0	1	0	1	250	168	钟灵任务	#{MIS_ITEM90526_82}%i#{MIS_ITEM90526_83}	    #{MIS_ITEM90526_84}%i#{MIS_ITEM90526_65}	#{RW_20080321_698}	#{RW_20080321_699}	0		0	6	钟灵	0	20	-1	-1	-1	1		2	15	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039605	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_681}	#{RW_20080321_690}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	20	-1	-1	-1	1	赤脚野人	0	40004333	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039606	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_682}	#{RW_20080321_691}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	30	-1	-1	-1	1	拦路水鬼	0	40004334	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039607	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_683}	#{RW_20080321_692}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	40	-1	-1	-1	1	秦家寨劫匪	0	40004335	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039608	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_684}	#{RW_20080321_693}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	50	-1	-1	-1	1	山越盗匪	0	40004336	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039609	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_685}	#{RW_20080321_694}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	60	-1	-1	-1	1	丛林野人	0	40004337	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039610	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_686}	#{RW_20080321_695}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	70	-1	-1	-1	1	黑衣马匪	0	40004338	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039611	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_687}	#{RW_20080321_696}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	80	-1	-1	-1	1	藤甲贼	0	40004339	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039612	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_688}	#{RW_20080321_697}	#{RW_20080321_653}	#{RW_20080321_700}	0		0	6	钟灵	0	90	-1	-1	-1	1	永夜修罗	0	40004340	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039650	101	10	0	1	0	1	54	265	虚竹任务	#{MIS_ITEM90526_85}%i#{MIS_ITEM90526_86}	    #{MIS_ITEM90526_87}%i#{MIS_ITEM90526_65}	#{RW_20080321_703}	#{RW_20080321_699}	0		0	2	叶二娘	0	60	-1	-1	-1	1		2	51	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	102	1	#{MI_KIL9525_1}	2	#{MI_KIL9525_2}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039651	101	10	0	1	0	1	54	265	虚竹任务	#{MIS_ITEM90526_85}%i#{MIS_ITEM90526_86}	    #{MIS_ITEM90526_87}%i#{MIS_ITEM90526_65}	#{RW_20080321_703}	#{RW_20080321_699}	0		0	2	叶二娘	0	60	-1	-1	-1	1		2	52	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	102	1	#{MI_KIL9525_1}	2	#{MI_KIL9525_2}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039652	101	10	0	1	0	1	54	265	虚竹任务	#{MIS_ITEM90526_85}%i#{MIS_ITEM90526_86}	    #{MIS_ITEM90526_87}%i#{MIS_ITEM90526_65}	#{RW_20080321_703}	#{RW_20080321_699}	0		0	2	叶二娘	0	60	-1	-1	-1	1		2	53	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	102	1	#{MI_KIL9525_1}	2	#{MI_KIL9525_2}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039653	101	10	0	1	0	1	54	265	虚竹任务	#{MIS_ITEM90526_85}%i#{MIS_ITEM90526_86}	    #{MIS_ITEM90526_87}%i#{MIS_ITEM90526_65}	#{RW_20080321_703}	#{RW_20080321_699}	0		0	2	叶二娘	0	60	-1	-1	-1	1		2	54	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	102	1	#{MI_KIL9525_1}	2	#{MI_KIL9525_2}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039654	101	10	0	1	0	1	54	265	虚竹任务	#{MIS_ITEM90526_85}%i#{MIS_ITEM90526_86}	    #{MIS_ITEM90526_87}%i#{MIS_ITEM90526_65}	#{RW_20080321_703}	#{RW_20080321_699}	0		0	2	叶二娘	0	60	-1	-1	-1	1		2	55	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	102	1	#{MI_KIL9525_1}	2	#{MI_KIL9525_2}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039660	734	56	0	1	0	0	48	34	旺财	#{WC_20080228_25}	#{WC_20080228_26}	#{WC_20080228_27}	#{WC_20080228_28}	415	杨元	0	415	杨元	0	83	-1	-1	-1	1	偃师监工	0	40004439	10	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	45000	0	42000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009111	6	-1	-1	
1039661	735	56	0	1	0	0	176	194	傀儡木人	#{KLMR_20080228_29}	#{KLMR_20080228_30}	#{KLMR_20080228_31}	#{KLMR_20080228_32}	415	王思嘉	0	415	王思嘉	0	83	-1	-1	-1	1	挖盐木人	0	40004441	30	10		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	47000	0	46000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1039662	736	56	0	1	0	0	31	42	鳄毒膏	#{EDG_20080228_33}	#{EDG_20080228_34}	#{EDG_20080228_35}	#{EDG_20080228_36}	415	李若水	0	415	李若水	0	83	-1	-1	-1	1	盐湖鳄鱼	0	40004440	30	10		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	48000	0	50000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	30001013	2	30002007	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1039700	741	57	0	1	0	0	53	219	思乡情怯	#{Mis_XYCJ_20080227_15}	#{Mis_XYCJ_20080227_16}	#{Mis_XYCJ_20080227_17}	#{Mis_XYCJ_20080227_18}	188	周游	0	188	周游	0	73	737	-1	-1	1	雪原狼	0	40004443	20	10		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	51000	0	28000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-1	-1	
1039800	435	12	0	1	0	0	170	138	寻找万灵石	#{YD_20080421_99}	#{YD_20080421_100}	#{YD_20080421_171}	#{YD_20080421_101}	1	梁师成	0	1	梁师成	0	42	434	-1	-1	1		0	20309012	100	5		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	4657	18630	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10412003	1	10414024	1	0	0	0	0	0	0	0	0	0	0	0	0	1018718	4	-1	-1	
1039801	439	11	0	1	0	0	254	145	天地奇物	#{YD_20080421_109}	#{YD_20080421_110}	#{YD_20080421_172}	#{YD_20080421_111}	0	芮福祥	0	0	芮福祥	0	45	438	-1	-1	1		0	30505017	100	8		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	6151	24607	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018719	4	-1	-1	
1039802	479	59	0	1	0	0	280	60	燕弦之玉	#{YD_20080421_140}	#{YD_20080421_141}	#{MIS_ITEM90526_88}	#{YD_20080421_142}	159	燕别秋	0	19	穆岛	0	48	478	-1	-1	1		0	20310000	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	2000	8002	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	10410001	1	10420004	1	10422013	1	10423021	1	0	0	0	0	0	0	0	0	0	4	-1	-1	
1039803	770	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	9	慧方	0	2	付劫生	0	30	761	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018829	4	-1	-1	
1039804	772	11	0	1	0	0	204	57	裹银武林印之蹴鞠盛会	#{FLS_090721_34}	#{FLS_090721_33}	#{FLS_090721_36}	#{FLS_090721_35}	0	周天师	0	0	童贯	0	45	-1	-1	-1	1		0	20301002	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	6000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018830	4	-1	-1	
1039805	780	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	11	林岩	0	2	付劫生	0	30	762	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018837	4	-1	-1	
1039806	781	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	10	洪通	0	2	付劫生	0	30	763	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018838	4	-1	-1	
1039807	782	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	12	张中行	0	2	付劫生	0	30	764	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018839	4	-1	-1	
1039808	783	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	15	孟龙	0	2	付劫生	0	30	765	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018840	4	-1	-1	
1039809	784	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	16	王彦	0	2	付劫生	0	30	766	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018841	4	-1	-1	
1039810	785	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	13	本凡	0	2	付劫生	0	30	767	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018842	4	-1	-1	
1039811	786	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	17	符敏仪	0	2	付劫生	0	30	768	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018843	4	-1	-1	
1039812	787	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	14	秦观	0	2	付劫生	0	30	769	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018844	4	-1	-1	
1039813	798	11	0	1	0	0	50	175	青铜武林印之除恶务尽	#{FLS_090721_24}	#{FLS_090721_23}	#{FLS_090721_26}	#{FLS_090721_25}	1283	王安歌	0	2	付劫生	0	30	796	-1	-1	1		0	30001003	0	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	3000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018846	4	-1	-1	
1039850	970	60	0	1	0	0	251	63	旅人的恳求	#{QZRW_ZX_090811_01}	#{QZRW_ZX_090811_02}	#{QZRW_ZX_090811_03}	#{QZRW_ZX_090811_04}	444	顾宏祖	0	444	顾宏祖	0	45	-1	-1	-1	1	迎客毛贼	0	40004490	50	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	10000	18000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009350	6	-1	-1	
1039851	978	60	0	1	0	0	146	39	山贼的毒计	#{QZRW_ZX_090811_33}	#{QZRW_ZX_090811_34}	#{QZRW_ZX_090811_35}	#{QZRW_ZX_090811_36}	444	华梅	0	444	华梅	0	50	977	-1	-1	1	花酒和尚	0	40004493	100	10		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	15000	20000	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018856	6	-1	-1	
