INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标（客户端描述）$1$	任务详细描述$1$	是否有Continue	任务继续信息$1$	任务完成信息$1$	接受任务场景ID	接受任务NPC$1$	完成任务场景ID	完成任务NPC$1$	任务目标场景ID	任务目标NPC$1$	任务目标NPC是否动态	任务目标NPC对白$1$	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	固定物品1奖励数量	固定物品奖励2	固定物品2奖励数量	固定物品奖励3	固定物品3奖励数量	固定物品奖励4	固定物品4奖励数量	固定物品奖励5	固定物品5奖励数量	可选物品奖励1	可选物品1奖励数量	可选物品奖励2	可选物品2奖励数量	可选物品奖励3	可选物品3奖励数量	可选物品奖励4	可选物品4奖励数量	可选物品奖励5	可选物品5奖励数量	隐藏奖励物品1	隐藏物品1奖励数量	隐藏奖励物品2	隐藏物品2奖励数量	隐藏奖励物品3	隐藏物品3奖励数量	送物种类数量（最多5）	第一个物品ID	第一个物品数量	物品是否在接任务时由NPC给予	第二个物品ID	第二个物品数量	物品是否在接任务时由NPC给予	第三个物品ID	第三个物品数量	物品是否在接任务时由NPC给予	第四个物品ID	第四个物品数量	物品是否在接任务时由NPC给予	MissionItem_HashTable列号	第五个物品数量	物品是否在接任务时由NPC给予	后续任务INDEX	预留	预留	预留
1018052	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	77	1	24;25;26;27	60	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018053	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	78	1	24;25;26;27	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018054	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	79	1	24;25;26;27	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018055	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_01}%n#{XF_DE_02}	    #{XF_DE_13}%n#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	80	1	24;25;26;27	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018056	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_03}	    #{XF_DE_13}#R段正淳#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	段正淳	0	28	40	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018057	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_03}	    #{XF_DE_13}#R段正淳#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	段正淳	0	28	50	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018058	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_03}	    #{XF_DE_13}#R段正淳#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	段正淳	0	28	60	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018059	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_03}	    #{XF_DE_13}#R段正淳#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	段正淳	0	28	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018060	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_03}	    #{XF_DE_13}#R段正淳#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	段正淳	0	28	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018061	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_03}	    #{XF_DE_13}#R段正淳#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	段正淳	0	28	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018062	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_04}	    #{XF_DE_13}#R阮星竹#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阮星竹	0	30	50	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018063	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_04}	    #{XF_DE_13}#R阮星竹#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阮星竹	0	30	60	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018064	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_04}	    #{XF_DE_13}#R阮星竹#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阮星竹	0	30	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018065	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_04}	    #{XF_DE_13}#R阮星竹#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阮星竹	0	30	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018066	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_04}	    #{XF_DE_13}#R阮星竹#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阮星竹	0	30	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018067	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_05}	    #{XF_DE_13}#R阿紫#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阿紫	0	31	60	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018068	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_05}	    #{XF_DE_13}#R阿紫#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阿紫	0	31	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018069	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_05}	    #{XF_DE_13}#R阿紫#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阿紫	0	31	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018070	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_05}	    #{XF_DE_13}#R阿紫#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	阿紫	0	31	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018071	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_06}	    #{XF_DE_13}#R智光大师#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	智光大师	0	35	60	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018072	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_06}	    #{XF_DE_13}#R智光大师#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	智光大师	0	35	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018073	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_06}	    #{XF_DE_13}#R智光大师#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	智光大师	0	35	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018074	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_06}	    #{XF_DE_13}#R智光大师#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	智光大师	0	35	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018075	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_07}	    #{XF_DE_13}#R康敏#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	康敏	0	38	70	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018076	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_07}	    #{XF_DE_13}#R康敏#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	康敏	0	38	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018077	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_07}	    #{XF_DE_13}#R康敏#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	康敏	0	38	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018078	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_08}	    #{XF_DE_13}#R单正#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	单正	0	36	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018079	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_08}	    #{XF_DE_13}#R单正#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	单正	0	36	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018080	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_09}	    #{XF_DE_13}#R谭公#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	谭公	0	33	80	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018081	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_09}	    #{XF_DE_13}#R谭公#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	谭公	0	33	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018082	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_10}	    #{XF_DE_13}#R徐惊雷#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	徐惊雷	0	37	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018083	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_11}	    #{XF_DE_13}#R谭婆#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	谭婆	0	34	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018084	101	10	0	1	0	1	118	62	萧峰任务	    #{XF_DE_12}	    #{XF_DE_13}#R赵钱孙#W#{XF_DE_14}	1	#{RW_20080317_192}	#{RW_20080317_180}	0		0	耶律大石	0	赵钱孙	0	32	90	-1	-1	-1	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018100	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	89	1	44	20	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018101	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	90	1	44	30	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018102	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	91	1	44	40	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018103	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	92	1	44	50	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018104	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	93	1	44	60	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018105	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	94	1	44	70	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018106	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	95	1	44	80	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018107	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	96	1	44	90	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018108	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	97	1	45	20	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018109	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	98	1	45	30	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018110	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	99	1	45	40	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018111	101	10	0	1	0	1	215	284	段延庆任务	    #{MI_DEL9525_1}%n#{DYQ_DE_01}	    #{DYQ_DE_02}%n#{DYQ_DE_03}	1	#{RW_20080321_05}	#{RW_20080321_06}	0		2	段延庆	0	100	1	45	50	-1	-1	-1	0	0	0	94	1	#{DYQ_DE_05}	2	#{DYQ_DE_06}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
